id_pair,start_id,stop_id,start_smiles,stop_smiles
269,CHEMBL2171450,CHEMBL192627,CCCc1cc(ccc1c2cc(CCc3ccc(CO)c(CO)c3)ccc2C)C(O)(CC)CC,ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl
270,CHEMBL2171450,CHEMBL1978564,CCCc1cc(ccc1c2cc(CCc3ccc(CO)c(CO)c3)ccc2C)C(O)(CC)CC,CN(C)c1ccc(cc1)\N=C\c2oc(C)cc2
271,CHEMBL2171450,CHEMBL295316,CCCc1cc(ccc1c2cc(CCc3ccc(CO)c(CO)c3)ccc2C)C(O)(CC)CC,CC1=CC(=O)c2c(O)cccc2C1=O
272,CHEMBL2171450,CHEMBL468167,CCCc1cc(ccc1c2cc(CCc3ccc(CO)c(CO)c3)ccc2C)C(O)(CC)CC,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
273,CHEMBL2171450,CHEMBL51314,CCCc1cc(ccc1c2cc(CCc3ccc(CO)c(CO)c3)ccc2C)C(O)(CC)CC,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c3ccccc23
274,CHEMBL2171450,CHEMBL4159525,CCCc1cc(ccc1c2cc(CCc3ccc(CO)c(CO)c3)ccc2C)C(O)(CC)CC,C=C1/C(=CC=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC#C[C@@H](O)C23CC4CC(CC(C4)C2)C3)C[C@@H](O)C[C@@H]1O
275,CHEMBL2171450,CHEMBL4202828,CCCc1cc(ccc1c2cc(CCc3ccc(CO)c(CO)c3)ccc2C)C(O)(CC)CC,C=C1/C(=CC=C(/CC)c2cccc(CCCCCC(C)(C)O)c2)C[C@@H](O)C[C@@H]1O
276,CHEMBL222195,CHEMBL1834893,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CCC(CC)(c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1)c2ccc(O[C@@H](CO)CCO)c(C)c2
277,CHEMBL222195,CHEMBL2112315,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CCOC(=O)\C=C\C1(CC1)[C@H](O)\C=C\[C@@H](C)[C@H]2CC[C@H]3\C(=C\C=C/4\C[C@@H](O)C[C@H](O)C4=C)\CCC[C@]23C
278,CHEMBL222195,CHEMBL2171447,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CC\C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)\c1cccc(CCc2ccc(CO)c(CO)c2)c1
279,CHEMBL222195,CHEMBL2171448,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CC\C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)\c1cccc(OCc2ccc(CO)c(CO)c2)c1
280,CHEMBL222195,CHEMBL2171449,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CCCc1cc(ccc1c2cc(OCc3ccc(CO)c(CO)c3)ccc2CC)C(O)(CC)CC
281,CHEMBL222195,CHEMBL2171450,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CCCc1cc(ccc1c2cc(CCc3ccc(CO)c(CO)c3)ccc2C)C(O)(CC)CC
282,CHEMBL222195,CHEMBL226380,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C
283,CHEMBL222195,CHEMBL2334341,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CC[Si](CC)(c1ccc(OCC2CO2)c(C)c1)c3ccc(OCC(=O)C(C)(C)C)c(C)c3
284,CHEMBL222195,CHEMBL2407821,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4ncnn4)[C@H](O)C3=C)\CCC[C@]12C
285,CHEMBL222195,CHEMBL2407822,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4cnnn4)[C@H](O)C3=C)\CCC[C@]12C
286,CHEMBL222195,CHEMBL2407823,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4cncn4)[C@H](O)C3=C)\CCC[C@]12C
287,CHEMBL222195,CHEMBL2407824,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4nccn4)[C@H](O)C3=C)\CCC[C@]12C
288,CHEMBL222195,CHEMBL2407825,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4ccnn4)[C@H](O)C3=C)\CCC[C@]12C
289,CHEMBL222195,CHEMBL2407826,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4ccnc4)[C@H](O)C3=C)\CCC[C@]12C
290,CHEMBL222195,CHEMBL3263871,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@H](CC#C[C@@H](O)C12CC3CC(CC(C3)C1)C2)[C@H]4CC[C@H]5\C(=C\C=C6C[C@@H](O)C(=C)[C@H](O)C6)\CCC[C@]45C
291,CHEMBL222195,CHEMBL3263872,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@H](CC#C[C@H](O)CC12CC3CC(CC(C3)C1)C2)[C@H]4CC[C@H]5\C(=C\C=C6C[C@@H](O)C(=C)[C@H](O)C6)\CCC[C@]45C
292,CHEMBL222195,CHEMBL3745849,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@]12CCC\C(=C/C=C3C[C@@H](O)C(=C)[C@H](O)C3)\[C@@H]1CC[C@@H]2C#CC#C[C@@H](O)C45CC6CC(CC(C6)C4)C5
293,CHEMBL222195,CHEMBL3746013,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CCn1c(ccc1C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)C(=O)NCCCN3CCOCC3
294,CHEMBL222195,CHEMBL3747395,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CCOc1ccc(NC(=O)c2ccc(n2CC)C(CC)(CC)c3ccc(OCC(O)C(C)(C)C)c(C)c3)cc1
295,CHEMBL222195,CHEMBL3747703,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CC[C@@H](C)[C@H](NC(=O)c1ccc(n1CC)C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)C(=O)O
296,CHEMBL222195,CHEMBL3747761,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@]12CCC\C(=C/C=C3C[C@@H](O)C(=C)[C@H](O)C3)\[C@@H]1CC[C@@H]2C#CC#C[C@@H](O)CC45CC6CC(CC(C6)C4)C5
297,CHEMBL222195,CHEMBL3823873,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,COc1cccc(c1)C2=Nc3ccccc3C(=S)N2
298,CHEMBL222195,CHEMBL4080769,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
299,CHEMBL222195,CHEMBL409470,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@@H](C[C@H]1CC(=C)C(=O)O1)[C@H]2CC[C@H]3\C(=C\C=C4C[C@@H](O)C(=C)[C@H](O)C4)\CCC[C@]23C
300,CHEMBL222195,CHEMBL4105311,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CCN(CC)CCNC(=O)c1cc(cn1CC)C(CC)(CC)c2ccc(C#CC(O)(CC)CC)c(C)c2
301,CHEMBL222195,CHEMBL452878,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@@H](\C=C\C[C@@H](O)CC12CC3CC(CC(C3)C1)C2)[C@H]4CC[C@H]5\C(=C\C=C6C[C@@H](O)C(=C)[C@H](O)C6)\CCC[C@]45C
302,CHEMBL222195,CHEMBL466792,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@@H](\C=C\C[C@@H](O)C12CC3CC(CC(C3)C1)C2)[C@H]4CC[C@H]5\C(=C\C=C6C[C@@H](O)C(=C)[C@H](O)C6)\CCC[C@]45C
303,CHEMBL222195,CHEMBL467212,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C[C@H](\C=C\[C@@H](O)C12CC3CC(CC(C3)C1)C2)[C@H]4CC[C@H]5\C(=C\C=C6C[C@@H](O)C(=C)[C@H](O)C6)\CCC[C@]45C
304,CHEMBL222195,CHEMBL494338,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CC(C)(O)CCCC1(CC1)C2=CC[C@H]3\C(=C\C=C/4\C[C@@H](O)C[C@H](O)C4=C)\CCC[C@]23C
305,CHEMBL222195,CHEMBL1356393,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,COC1=C(OC)C(=O)C(=CC1=O)C(C=C)c2ccccc2
306,CHEMBL222195,CHEMBL1377737,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,COc1ccc(C[S+]([O-])\C(=C(\Cl)/C(=O)Nc2ccc(OC)nc2)\Cl)cc1
307,CHEMBL222195,CHEMBL1389315,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,O=S(=O)(Nc1c(c2nc3ccccc3nc2n1C4CCCCC4)S(=O)(=O)c5ccccc5)c6ccccc6
308,CHEMBL222195,CHEMBL1409883,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CCCNC(=O)c1nnsc1[S+]([O-])c2ccc(Cl)cc2
309,CHEMBL222195,CHEMBL1484163,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CCOC(=O)C1=C(Cc2ccc(OC)cc2)C(=O)c3ccccc3C1=O
310,CHEMBL222195,CHEMBL1498509,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,O=C1C(=O)c2ccc(cc2c3ccccc13)c4ccccc4
311,CHEMBL222195,CHEMBL1498652,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,OC1=C(C(=O)c2ccccc12)C3=Nc4ccccc4C3=O
312,CHEMBL222195,CHEMBL1501990,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,OC1(NC(=O)c2ccccc2)C(=O)c3ccccc3C1=O
313,CHEMBL222195,CHEMBL1504661,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,NC(=O)c1ccc(cc1)N=C2C(=O)Nc3ccc(cc23)[N+](=O)[O-]
314,CHEMBL222195,CHEMBL1514238,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,[O-][N+](=O)c1oc(cc1)C(=O)\C=C\c2ccc(Cl)cc2
315,CHEMBL222195,CHEMBL192627,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl
316,CHEMBL222195,CHEMBL1978564,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CN(C)c1ccc(cc1)\N=C\c2oc(C)cc2
317,CHEMBL222195,CHEMBL295316,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CC1=CC(=O)c2c(O)cccc2C1=O
318,CHEMBL222195,CHEMBL468167,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
319,CHEMBL222195,CHEMBL51314,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c3ccccc23
320,CHEMBL222195,CHEMBL4159525,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C=C1/C(=CC=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC#C[C@@H](O)C23CC4CC(CC(C4)C2)C3)C[C@@H](O)C[C@@H]1O
321,CHEMBL222195,CHEMBL4202828,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C=C1/C(=CC=C(/CC)c2cccc(CCCCCC(C)(C)O)c2)C[C@@H](O)C[C@@H]1O
322,CHEMBL226380,CHEMBL1834893,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CCC(CC)(c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1)c2ccc(O[C@@H](CO)CCO)c(C)c2
323,CHEMBL226380,CHEMBL2112315,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CCOC(=O)\C=C\C1(CC1)[C@H](O)\C=C\[C@@H](C)[C@H]2CC[C@H]3\C(=C\C=C/4\C[C@@H](O)C[C@H](O)C4=C)\CCC[C@]23C
324,CHEMBL226380,CHEMBL2171447,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CC\C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)\c1cccc(CCc2ccc(CO)c(CO)c2)c1
325,CHEMBL226380,CHEMBL2171448,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CC\C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)\c1cccc(OCc2ccc(CO)c(CO)c2)c1
326,CHEMBL226380,CHEMBL2171449,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CCCc1cc(ccc1c2cc(OCc3ccc(CO)c(CO)c3)ccc2CC)C(O)(CC)CC
327,CHEMBL226380,CHEMBL2171450,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CCCc1cc(ccc1c2cc(CCc3ccc(CO)c(CO)c3)ccc2C)C(O)(CC)CC
328,CHEMBL226380,CHEMBL222195,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CC[C@H](CCC(C)(C)O)[C@H](C)[C@H]1CCC2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C
329,CHEMBL226380,CHEMBL2334341,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CC[Si](CC)(c1ccc(OCC2CO2)c(C)c1)c3ccc(OCC(=O)C(C)(C)C)c(C)c3
330,CHEMBL226380,CHEMBL2407821,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4ncnn4)[C@H](O)C3=C)\CCC[C@]12C
331,CHEMBL226380,CHEMBL2407822,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4cnnn4)[C@H](O)C3=C)\CCC[C@]12C
332,CHEMBL226380,CHEMBL2407823,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4cncn4)[C@H](O)C3=C)\CCC[C@]12C
333,CHEMBL226380,CHEMBL2407824,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4nccn4)[C@H](O)C3=C)\CCC[C@]12C
334,CHEMBL226380,CHEMBL2407825,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4ccnn4)[C@H](O)C3=C)\CCC[C@]12C
335,CHEMBL226380,CHEMBL2407826,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)[C@H](CCn4ccnc4)[C@H](O)C3=C)\CCC[C@]12C
336,CHEMBL226380,CHEMBL3263871,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@H](CC#C[C@@H](O)C12CC3CC(CC(C3)C1)C2)[C@H]4CC[C@H]5\C(=C\C=C6C[C@@H](O)C(=C)[C@H](O)C6)\CCC[C@]45C
337,CHEMBL226380,CHEMBL3263872,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@H](CC#C[C@H](O)CC12CC3CC(CC(C3)C1)C2)[C@H]4CC[C@H]5\C(=C\C=C6C[C@@H](O)C(=C)[C@H](O)C6)\CCC[C@]45C
338,CHEMBL226380,CHEMBL3745849,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@]12CCC\C(=C/C=C3C[C@@H](O)C(=C)[C@H](O)C3)\[C@@H]1CC[C@@H]2C#CC#C[C@@H](O)C45CC6CC(CC(C6)C4)C5
339,CHEMBL226380,CHEMBL3746013,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CCn1c(ccc1C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)C(=O)NCCCN3CCOCC3
340,CHEMBL226380,CHEMBL3747395,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CCOc1ccc(NC(=O)c2ccc(n2CC)C(CC)(CC)c3ccc(OCC(O)C(C)(C)C)c(C)c3)cc1
341,CHEMBL226380,CHEMBL3747703,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CC[C@@H](C)[C@H](NC(=O)c1ccc(n1CC)C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)C(=O)O
342,CHEMBL226380,CHEMBL3747761,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@]12CCC\C(=C/C=C3C[C@@H](O)C(=C)[C@H](O)C3)\[C@@H]1CC[C@@H]2C#CC#C[C@@H](O)CC45CC6CC(CC(C6)C4)C5
343,CHEMBL226380,CHEMBL3823873,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,COc1cccc(c1)C2=Nc3ccccc3C(=S)N2
344,CHEMBL226380,CHEMBL4080769,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
345,CHEMBL226380,CHEMBL409470,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@@H](C[C@H]1CC(=C)C(=O)O1)[C@H]2CC[C@H]3\C(=C\C=C4C[C@@H](O)C(=C)[C@H](O)C4)\CCC[C@]23C
346,CHEMBL226380,CHEMBL4105311,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CCN(CC)CCNC(=O)c1cc(cn1CC)C(CC)(CC)c2ccc(C#CC(O)(CC)CC)c(C)c2
347,CHEMBL226380,CHEMBL452878,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@@H](\C=C\C[C@@H](O)CC12CC3CC(CC(C3)C1)C2)[C@H]4CC[C@H]5\C(=C\C=C6C[C@@H](O)C(=C)[C@H](O)C6)\CCC[C@]45C
348,CHEMBL226380,CHEMBL466792,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@@H](\C=C\C[C@@H](O)C12CC3CC(CC(C3)C1)C2)[C@H]4CC[C@H]5\C(=C\C=C6C[C@@H](O)C(=C)[C@H](O)C6)\CCC[C@]45C
349,CHEMBL226380,CHEMBL467212,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,C[C@H](\C=C\[C@@H](O)C12CC3CC(CC(C3)C1)C2)[C@H]4CC[C@H]5\C(=C\C=C6C[C@@H](O)C(=C)[C@H](O)C6)\CCC[C@]45C
350,CHEMBL226380,CHEMBL494338,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,CC(C)(O)CCCC1(CC1)C2=CC[C@H]3\C(=C\C=C/4\C[C@@H](O)C[C@H](O)C4=C)\CCC[C@]23C
351,CHEMBL226380,CHEMBL1356393,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,COC1=C(OC)C(=O)C(=CC1=O)C(C=C)c2ccccc2
352,CHEMBL226380,CHEMBL1377737,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,COc1ccc(C[S+]([O-])\C(=C(\Cl)/C(=O)Nc2ccc(OC)nc2)\Cl)cc1
353,CHEMBL226380,CHEMBL1389315,C[C@@H](CCCC(C)(C)O)C1CCC2\C(=C\C=C3C[C@@H](O)C(=CCF)[C@H](O)C3)\CCCC12C,O=S(=O)(Nc1c(c2nc3ccccc3nc2n1C4CCCCC4)S(=O)(=O)c5ccccc5)c6ccccc6
