"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL214580";"";"0";"365.95";"0";"3.57";"5";"CCC(C)[C@@H](C[C@H](N)C(=O)N1CCCCC1)NCc1ccc(Cl)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL856335";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149358";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL197300";"";"0";"388.34";"0";"2.55";"60 [isomer B-1]";"N[C@@H](CC(=O)N1CCc2c(n[nH]c2C(F)(F)F)C1)Cc1cc(F)ccc1F";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"12.88";"0.25";"2.45";"6.67";"0";"CHEMBL827157";"Inhibitory concentration against human dipeptidylpeptidase 8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144438";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL425200";"";"0";"459.59";"0";"4.66";"70";"CSc1ccc(-c2nc3c(s2)CN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)CC3)cc1";"IC50";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"11.93";"0.24";"0.82";"9.26";"0";"CHEMBL827157";"Inhibitory concentration against human dipeptidylpeptidase 8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144438";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL236705";"";"0";"370.38";"0";"3.49";"(+)14a";"N[C@H]1CN(c2cc(-c3ccccc3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"14.91";"0.28";"2.03";"10.03";"0";"CHEMBL899733";"Inhibition of human recombinant DPP8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137469";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL472123";"";"0";"344.79";"0";"4.92";"24c";"N[C@H](Cc1cc(F)ccc1F)c1ccc(-c2ccncc2Cl)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL965323";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157442";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL510073";"";"0";"378.40";"0";"0.39";"20b";"N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1CC(F)(F)F)CN1CCCCC1=O";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"12.75";"0.25";"4.43";"5.04";"0";"CHEMBL965323";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157442";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL399402";"";"0";"464.50";"1";"5.75";"2c";"CC[C@H](C)[C@H](N)C(=O)N1Cc2ccccc2C1P(=O)(Oc1ccccc1)Oc1ccccc1";"IC50";"'='";"36000.0";"nM";"4.44";"";"";"UO_0000065";"9.57";"0.18";"-1.31";"5.43";"0";"CHEMBL901593";"Inhibition of human DPP8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138263";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL238114";"";"0";"679.71";"2";"5.63";"7b";"CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)[C@H](CCCCN)NC(=O)OCc2ccccc2)cc1";"IC50";"'='";"43000.0";"nM";"4.37";"";"";"UO_0000065";"6.42";"0.12";"-1.26";"2.45";"0";"CHEMBL901593";"Inhibition of human DPP8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138263";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL237672";"";"0";"417.40";"0";"2.49";"6e";"NC(=O)C[C@H](N)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL901593";"Inhibition of human DPP8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138263";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL245969";"";"0";"572.53";"0";"2.17";"10";"CN(C)C(=O)[C@@H](c1ccc(N(C)C(=O)c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL887124";"Inhibition of human DPP8 after 15 mins by continuous fluorescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139199";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL246373";"";"0";"532.00";"0";"2.96";"19";"C[C@@H](C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1.Cl";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"10.01";"0.21";"2.00";"4.87";"0";"CHEMBL887124";"Inhibition of human DPP8 after 15 mins by continuous fluorescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139199";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL437557";"";"0";"448.52";"0";"1.90";"28";"CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2ccc3ncnn3c2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"10.08";"0.19";"2.62";"4.67";"0";"CHEMBL898849";"Inhibition of human DPP8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137497";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL535180";"";"0";"441.88";"0";"3.04";"KR64300";"Cl.N[C@@H](CC(=O)N1CCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"9.87";"0.19";"0.96";"6.00";"0";"CHEMBL886390";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139956";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL437379";"";"0";"515.48";"0";"3.10";"11";"C[C@@H](c1ccc(N(C)C(=O)c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL887124";"Inhibition of human DPP8 after 15 mins by continuous fluorescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139199";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL233337";"";"0";"408.45";"0";"2.36";"13d";"Cc1nnc(C(=O)[C@@H]2CC(F)(F)CN2C(=O)CNC23CC4CC(CC(C4)C2)C3)o1";"IC50";"'='";"3260.0";"nM";"5.49";"";"";"UO_0000065";"13.43";"0.26";"3.13";"6.21";"0";"CHEMBL895495";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149548";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL389538";"";"0";"472.39";"0";"3.37";"29";"N[C@H]1CN(c2cnc3ccccc3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"13.95";"0.26";"1.63";"9.08";"0";"CHEMBL888505";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145410";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL250787";"";"0";"421.35";"0";"2.58";"29b";"C[C@@H]1c2nc(C(F)(F)F)nn2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923808";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140460";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL539352";"";"0";"563.93";"1";"3.81";"43b, diasteromer";"COc1ccc(CC2c3nnc(C(F)(F)F)n3CCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl";"IC50";"'='";"367.0";"nM";"6.43";"";"";"UO_0000065";"12.20";"0.24";"2.63";"7.46";"0";"CHEMBL944058";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140747";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL537844";"";"0";"385.85";"0";"1.42";"23";"CCc1nnc2n1CCN(C(=O)C[C@H](N)Cc1ccc(F)c(F)c1)C2.Cl";"IC50";"'='";"45000.0";"nM";"4.35";"";"";"UO_0000065";"12.44";"0.24";"2.93";"5.64";"0";"CHEMBL828147";"In vitro inhibitory concentration was measured against dipeptidylpeptidase 8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141929";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL400532";"";"0";"378.48";"0";"2.10";"48";"CC(c1ccc(-n2cncn2)cc1)N1C[C@H](N)[C@H](C(=O)C2CCC[C@H]2C#N)C1";"IC50";"'='";"586000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL943038";"Inhibition of human DPP8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140588";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL250353";"";"0";"488.40";"0";"1.85";"37";"N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1Cn1cncn1)Cc1cc(F)c(F)cc1F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923808";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140460";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL248810";"";"0";"460.42";"0";"3.65";"68a";"Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2C1CC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL924148";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140494";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL1287901";"";"0";"419.93";"0";"2.55";"8c";"Cc1ccc(F)cc1Cn1c(N2CCC[C@@](C)(N)C2)cc2ncn(C)c(=O)c21.Cl";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1291741";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287796";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL1814756";"";"0";"420.99";"0";"1.72";"12v";"Cl.N[C@@H](CC(=O)N1CCC(N2CCCCC2)CC1)C(=O)N1Cc2ccccc2C1";"IC50";"'='";"730.0";"nM";"6.14";"";"";"UO_0000065";"15.96";"0.30";"4.42";"8.78";"0";"CHEMBL1816906";"Inhibition of recombinant human DPP8 assessed as pNA release from Ala-Pro- p-nitroanilide substrate pre-incubated with enzyme for 15 min prior to substrate addition by fluorescence technique";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811791";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1422";"SITAGLIPTIN";"4";"407.32";"0";"2.02";"1";"N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1816912";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811791";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL220249";"";"0";"384.36";"0";"2.69";"16";"C[C@H](c1nc(-c2ccc(OC(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL855964";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137276";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL427257";"";"0";"325.36";"0";"0.96";"2a";"CC1C(=O)NCCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F";"IC50";"'='";"58000.0";"nM";"4.24";"";"";"UO_0000065";"13.02";"0.25";"3.28";"5.62";"0";"CHEMBL887400";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144611";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL390241";"";"0";"492.38";"0";"1.17";"41";"Cn1nc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nn2c1=O.O=C(O)C(F)(F)F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL888505";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145410";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL231395";"";"0";"503.40";"0";"2.37";"38";"Cc1nc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nc2c(=O)[nH]1.O=C(O)C(F)(F)F";"IC50";"'='";"80000.0";"nM";"4.10";"";"";"UO_0000065";"10.52";"0.20";"1.73";"4.66";"0";"CHEMBL888505";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145410";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL560926";"";"0";"546.35";"0";"2.52";"32";"N[C@H]1Cn2c(nc3cccnc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1054092";"Inhibition of human DPP8 expressed in baculovirus by continuous fluorescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153045";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL556494";"";"0";"488.39";"0";"3.08";"31";"CC(=O)Nc1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F";"IC50";"'='";"53000.0";"nM";"4.28";"";"";"UO_0000065";"11.42";"0.22";"1.20";"5.86";"0";"CHEMBL1054092";"Inhibition of human DPP8 expressed in baculovirus by continuous fluorescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153045";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL561793";"";"0";"524.44";"0";"2.49";"30";"CS(=O)(=O)Nc1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1054092";"Inhibition of human DPP8 expressed in baculovirus by continuous fluorescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153045";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL559940";"";"0";"509.43";"0";"2.52";"25";"CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1054092";"Inhibition of human DPP8 expressed in baculovirus by continuous fluorescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153045";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL550598";"";"0";"461.36";"0";"3.13";"20";"COc1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1054092";"Inhibition of human DPP8 expressed in baculovirus by continuous fluorescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153045";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL537962";"";"0";"449.33";"0";"3.26";"15";"N[C@H]1Cn2c(nc3c(F)cccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1054092";"Inhibition of human DPP8 expressed in baculovirus by continuous fluorescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153045";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL439394";"";"0";"451.46";"0";"2.85";"15i";"C[C@@H]1C(=O)N[C@H](Cc2ccccc2F)CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F";"IC50";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"10.46";"0.20";"1.87";"6.26";"0";"CHEMBL887400";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144611";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL395798";"";"0";"451.46";"0";"2.85";"15e";"C[C@@H]1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)[C@H](Cc2ccccc2F)C(=O)N1";"IC50";"'='";"5300.0";"nM";"5.28";"";"";"UO_0000065";"11.69";"0.23";"2.43";"6.99";"0";"CHEMBL887400";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144611";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL230282";"";"0";"383.41";"0";"1.98";"9i";"C[C@@H]1C(=O)N(C2CC2)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F";"IC50";"'='";"58000.0";"nM";"4.24";"";"";"UO_0000065";"11.05";"0.21";"2.26";"6.36";"0";"CHEMBL887400";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144611";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL231117";"";"0";"387.40";"0";"0.81";"9f";"C[C@@H]1C(=O)N(CCO)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F";"IC50";"'='";"53000.0";"nM";"4.28";"";"";"UO_0000065";"11.04";"0.22";"3.47";"4.92";"0";"CHEMBL887400";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144611";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL216643";"";"0";"329.32";"0";"0.71";"2c";"N[C@@H](CC(=O)N1CCCNC(=O)C1)Cc1cc(F)c(F)cc1F";"IC50";"'='";"42000.0";"nM";"4.38";"";"";"UO_0000065";"13.29";"0.26";"3.67";"5.80";"0";"CHEMBL887400";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144611";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL210590";"";"0";"331.39";"0";"1.08";"8k";"O=C([C@@H]1CN[C@H](C(=O)N2CC[C@H](F)C2)C1)N1Cc2ccccc2C1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL861149";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147816";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL208964";"";"0";"347.85";"0";"1.78";"8c";"O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1Cc2ccc(Cl)cc2C1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL861149";"Inhibition of DPP8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4657";"Dipeptidyl peptidase VIII";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147816";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
